央视频道,#genre#
CCTV4,http://tvpull.careryun.com/tv/cctv4.m3u8$LR•IPV4『线路31』
CCTV4,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$LR•IPV6『线路32』
CCTV4,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001333/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$LR•IPV6『线路33』
CCTV5,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225633/2/index.m3u8$LR•IPV6『线路1』
CCTV5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$LR•IPV6『线路2』
CCTV5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8$LR•IPV6『线路3』
CCTV5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8$LR•IPV6『线路4』
CCTV5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226019/index.m3u8$LR•IPV6『线路5』
CCTV5,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225633/index.m3u8$LR•IPV6『线路6』
CCTV5,http://182.92.109.190:1668/migu720/migu720.php?id=cctv5$LR•IPV4『线路7』
CCTV5,http://kxrj.site:64325/86/mg.php?id=cctv5$LR•IPV4『线路8』
CCTV5,http://dd.ddzb.fun/php/migu.php?id=cctv5$LR•IPV4『线路9』
CCTV5,http://123.10.78.208:808/hls/5/index.m3u8$LR•IPV4『线路10』
CCTV5,http://58.19.244.92:1111/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路11』
CCTV5,http://218.76.32.193:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路12』
CCTV5,http://218.76.32.193:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路13』
CCTV5,http://42.48.50.232:9002/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路14』
CCTV5,http://183.185.105.197:8082/rtp/226.0.2.209:9584$LR•IPV4『线路15』
CCTV5,http://183.185.105.197:8082/rtp/226.0.2.22:8088$LR•IPV4『线路16』
CCTV5,http://118.249.23.16:4022/udp/239.76.246.155:1234$LR•IPV4『线路17』
CCTV5,http://118.249.23.16:4022/udp/239.76.253.155:9000$LR•IPV4『线路18』
CCTV5,http://171.213.196.134:8088/udp/239.93.42.37:5140$LR•IPV4『线路19』
CCTV5,http://171.213.196.134:8088/udp/239.93.0.158:5140$LR•IPV4『线路20』
CCTV5,http://171.213.196.134:8088/udp/239.93.1.71:5140$LR•IPV4『线路21』
CCTV5,http://114.228.152.34:8888/rtp/239.49.1.5:6000$LR•IPV4『线路22』
CCTV5,http://180.119.183.89:8800/rtp/239.49.1.5:6000$LR•IPV4『线路23』
CCTV5,http://121.227.243.195:7766/rtp/239.49.1.5:6000$LR•IPV4『线路24』
CCTV5,http://49.67.96.109:55555/rtp/239.49.1.5:6000$LR•IPV4『线路25』
CCTV5,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638727e617ca0/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSPTZ4CK5oLfjaEYe9dogNMSXw4ajlL%2FoUYC2RZQQDco6uQSifXBocz5ID6RePfIKQ4rFWiHjq%2FeZoDmrzW%2FKlw$LR•IPV6『线路26』
